parametre_id,nom,valeur,unite,page_pdf,fiabilite,pertinence_modele,commentaire,biais_ref,_source_key,_source_sheet,voie_id_dataset,nom_afcc,code_gr,pct_repondants,n_estime,passe_sjpp,passe_somport,longueur_km,pertinence_projet,notes,mois_num,mois,pct_repondants_actifs,signal_modele,dimension,categorie,valeur_pct,base_n_estime,notes_modele,theme,critere,note_sur_4,norme,comparaison_lot_focus,obs_id,source,producteur,annee_enquete,annee_publication,perimetre,type_donnee,page,Durée,Voie du Puy,Via Turonensis (Tours),Via Lemovicensis (Vézelay),Lot (dpt 46) — tranche estimée,Implication modèle à compartiments,Thème,Indicateur,Lot,Total / Voie Puy,Écart,Lecture analytique,Signal,Donnée source,Implication pour le modèle,Priorité,point_id_projet,lieu,departement,voie_id,valeur_2016,type_source_carte,lien_dataset_principal,comparaison_afcc_2021,valeur_2018,valeur_2017,n_estime_2018,indicateur,comparaison_sources,implication_modele
,,848.0,€/personne,,ELEVEE,,Budget total hébergement dans le Lot par personne,,lot_comportemental,01_data,,,,,,,,,,,,,,,budget_hebergement,,,,,,,,,,LT_116,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,quantitatif,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,659.0,€/personne,,ELEVEE,,Budget total hébergement sur l'ensemble du périmètre par personne,,lot_comportemental,01_data,,,,,,,,,,,,,,,budget_hebergement,,,,,,,,,,LT_117,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,quantitatif,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25.0,pourcentage,,ELEVEE,,Surcoût hébergement Lot vs total : +25% — prix pratiqués plus élevés + report sur hôtellerie faute de places en collectif,,lot_comportemental,01_data,,,,,,,,,,,,,,,surcout_hebergement,vs_total,,,,,,,,,LT_118,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.49,note/4,,ELEVEE,,"Qualité sentiers — POINT FORT MAJEUR du Lot (balisage, entretien, signalétique, accès départ)",,lot_comportemental,01_data,,,,,,,,,,,,,,,note_satisfaction,qualite_sentiers,,,,,,,,,LT_119,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,note,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.38,note/4,,ELEVEE,,Qualité sentiers — total itinéraires,,lot_comportemental,01_data,,,,,,,,,,,,,,,note_satisfaction,qualite_sentiers,,,,,,,,,LT_120,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,note,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.36,note/4,,ELEVEE,,"Environnement touristique — Lot (diversité offre, accueil local, accès cultes, beauté paysages, cohabitation)",,lot_comportemental,01_data,,,,,,,,,,,,,,,note_satisfaction,environnement_touristique,,,,,,,,,LT_121,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,note,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.31,note/4,,ELEVEE,,Environnement touristique — total,,lot_comportemental,01_data,,,,,,,,,,,,,,,note_satisfaction,environnement_touristique,,,,,,,,,LT_122,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,note,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,note/4,,ELEVEE,,"Diversité services — Lot dans tendance globale (points eau, WC, réseau, DAB, commerces, soins)",,lot_comportemental,01_data,,,,,,,,,,,,,,,note_satisfaction,diversite_services,,,,,,,,,LT_123,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,note,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.27,note/4,,ELEVEE,,"Qualité globale offres — Lot, hors prix (accueil, confort, hygiène, restauration, sécurité, recharge)",,lot_comportemental,01_data,,,,,,,,,,,,,,,note_satisfaction,qualite_globale_offres,,,,,,,,,LT_124,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,note,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.86,note/4,,ELEVEE,,"Prix hébergements/commerces — NOTE LA PLUS FAIBLE (2,86/4)",,lot_comportemental,01_data,,,,,,,,,,,,,,,note_satisfaction,prix_hebergements_commerces,,,,,,,,,LT_125,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,note,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,note/4,,MOYENNE,,"Cohabitation usages (vélos, cheval) = SEUL sous-item où Lot est EN DESSOUS de la moyenne totale — valeur exacte non disponible dans le texte",,lot_comportemental,01_data,,,,,,,,,,,,,,,note_satisfaction_sous_item,cohabitation_usages_velos_cheval,,,,,,,,,LT_126,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,note,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,"Points forts sentiers : qualité, entretien, balisage, signalétique, information, accès points de départ",,lot_comportemental,01_data,,,,,,,,,,,,,,,point_fort,sentiers_balisage_entretien,,,,,,,,,LT_127,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,"Prix hébergements/commerces = item le plus mal noté (2,86/4) — premier motif de commentaire négatif",,lot_comportemental,01_data,,,,,,,,,,,,,,,point_faible,prix_hebergements,,,,,,,,,LT_128,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,TRONÇON IDENTIFIÉ : absence de points d'eau entre Varaire et Cahors — mentionné dans témoignages,,lot_comportemental,01_data,,,,,,,,,,,,,,,point_faible,absence_points_eau_Varaire_Cahors,,,,,,,,,LT_129,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,MOYENNE,,Manques d'abris signalés sur le tronçon (localisation non précisée),,lot_comportemental,01_data,,,,,,,,,,,,,,,point_faible,manque_abris,,,,,,,,,LT_130,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,"Couverture réseau absente — revendication croissante, signe de montée en puissance des usages numériques",,lot_comportemental,01_data,,,,,,,,,,,,,,,point_faible,couverture_reseau_absente,,,,,,,,,LT_131,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Taux surfaces goudronnées jugé parfois excessif — surtout vécu en période de canicule,,lot_comportemental,01_data,,,,,,,,,,,,,,,point_faible,surfaces_goudronnees_excessives,,,,,,,,,LT_132,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Manque de place pour les 'vrais' pèlerins cité dans commentaires — tension usage touristique vs pèlerinage,,lot_comportemental,01_data,,,,,,,,,,,,,,,point_faible,manque_place_vrais_pelerins,,,,,,,,,LT_133,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,MOYENNE,,Horaires d'ouverture des hébergements signalés comme problématiques,,lot_comportemental,01_data,,,,,,,,,,,,,,,point_faible,horaires_ouverture_hebergements,,,,,,,,,LT_134,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,"Cohabitation vélos/chevaux/marcheurs : seul item Lot sous moyenne totale, surfréquentation certains tronçons",,lot_comportemental,01_data,,,,,,,,,,,,,,,point_vigilance,cohabitation_velos_cheval_marcheurs,,,,,,,,,LT_135,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,"Voie du Puy = voie principale, attire aussi bien les primo-cheminants que les habitués qui reviennent faire des variantes",,lot_comportemental,01_data,,,,,,,,,,,,,,,synthese,voie_puy_voie_principale_primo_et_habitues,,,,,,,,,LT_136,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Défaut de communication et/ou absence de services et aménagements sur l'itinéraire clairement identifié,,lot_comportemental,01_data,,,,,,,,,,,,,,,synthese,deficit_communication_services_amenagements,,,,,,,,,LT_137,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Manque de lits dédiés aux cheminants = véritable point faible structurel malgré bon maillage d'établissements,,lot_comportemental,01_data,,,,,,,,,,,,,,,synthese,manque_lits_dedies_point_faible_structurel,,,,,,,,,LT_138,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Couverture réseau et connexion internet : revendication croissante — preuve de montée en puissance des outils numériques,,lot_comportemental,01_data,,,,,,,,,,,,,,,synthese,reseau_internet_revendication_croissante,,,,,,,,,LT_139,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Bonne cohabitation entre pratiques = point de vigilance sur itinéraire qui subit surfréquentation ou dangerosité par tronçons,,lot_comportemental,01_data,,,,,,,,,,,,,,,synthese,cohabitation_pratiques_point_vigilance,,,,,,,,,LT_140,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,"Taux de surfaces goudronnées difficile à vivre, surtout en période de canicule",,lot_comportemental,01_data,,,,,,,,,,,,,,,synthese,asphalte_difficile_surtout_canicule,,,,,,,,,LT_141,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,02_cartes_duree_voie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 à 14 jours,"Dominante exclusive — Haute-Loire, Aveyron très colorés",Absente ou marginale,Absente ou marginale,1-15% (non atteint depuis Le Puy en <2 semaines),Le Lot n'est pas un réservoir de flux courts. Un pèlerin partant du Puy n'atteint le Lot qu'après ~15j.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,02_cartes_duree_voie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 jours à 1 mois,Toujours dominante — corridor GR65 densifié jusqu'au Lot,Commence à apparaître,Commence à apparaître,30-45% (le Lot commence à être traversé),Segment clé : pèlerins 'moyen-long coureur'. Le Lot capture ~1/3 à 1/2 de ce groupe.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,02_cartes_duree_voie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 à 3 mois,Très présente mais partagée,Bien représentée,Bien représentée,60-75% (destination centrale de l'itinérance longue),Le Lot est un hub incontournable pour l'itinérance longue. Flux entrants stables.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,02_cartes_duree_voie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supérieur à 3 mois,À quasi-parité avec voies secondaires,Fortement représentée,Fortement représentée,75-100% (quasi-universelle),Tous les ultra-longue-durée traversent le Lot. Mais segment ultra-minoritaire en volume.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Profil,Primo-cheminants (%),56%,50% (total),+6 pts,"Lot surindexé en primo-cheminants — découverte, pas retour",,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Profil,Étapes > 25 km (%),53%,49% (total),+4 pts,Étapes plus longues dans le Lot — profil plus robuste,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Profil,Objectif Santiago (%),67%,61% (total),+6 pts,Ambition Compostelle plus forte — cheminants plus engagés,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Profil,Sociopro dominant,Retraités cadres sup/employés AURA,—,—,Surreprésentation AURA — proximité géographique voie du Puy,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motivation,Se ressourcer/déconnecter (%),51%,— (lot uniquement),—,1re motivation dans le Lot,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motivation,Pratiquer marche/itinérance (%),45%,— (lot uniquement),—,2e motivation,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motivation,Partager/rencontrer (%),41%,— (lot uniquement),—,3e motivation,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hébergement,Gîte d'étape (%),86%,81% (total),+5 pts,Préférence gîtes encore plus marquée dans le Lot,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hébergement,Bon maillage structures (%),46%,59% (total),-13 pts,Moins satisfaits du nombre d'établissements dans le Lot,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hébergement,Manque de places (%),65%,47% (total),+18 pts,Tension capacité très marquée — PARADOXE avec le maillage,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hébergement,Difficultés logement 'parfois' (%),40%,36% (total),+4 pts,Plus de difficultés concrètes à se loger,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hébergement,Difficultés logement 'souvent' (%),3%,2% (total),+1 pt,,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Budget,Budget hébergement (€/pers),848€,659€ (total),+189€ (+25%),Surcoût lié à tension offre/demande + report hôtellerie,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfaction,Qualité sentiers (/4),"3,49","3,38 (total)","+0,11",Point fort majeur du Lot,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfaction,Environnement touristique (/4),"3,36","3,31 (total)","+0,05",Légèrement supérieur — sauf cohabitation usages,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfaction,Cohabitation usages (/4),< moy,moy totale,négatif,SEUL item où Lot est sous la moyenne totale,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfaction,Diversité services (/4),"3,00","3,00 (tendance globale)",=,Dans la tendance nationale,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfaction,Qualité globale offres (/4),"3,27",—,—,Hors prix — satisfaisante,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,03_synthese_lot_vs_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfaction,Prix hébergements/commerces (/4),"2,86",—,—,POINT LE PLUS FAIBLE — consensus négatif fort,,,,,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,04_modele_compartiments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lot non atteint en < 15 jours,Carte durée 1-14j : Lot estimé 1-15% de traversée,"Le Lot n'est pas dans le bassin des itinérances courtes. Les flux courts (Puy → Conques, Puy → Espalion) se stockent AVANT le Lot.",HAUTE,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,04_modele_compartiments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lot = destination cœur des 15j-3 mois,Cartes durée 15j-1m (30-45%) et 1-3m (60-75%),Le gros des flux entrants dans le Lot vient des cheminants partis du Puy 2-6 semaines avant. C'est le segment à modéliser en priorité.,HAUTE,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,04_modele_compartiments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conques / Cahors / Moissac = jalons de rupture,P.2 : villes-étapes courtes identifiées nommément,Conques = entrée dans le Lot (compartiment amont). Cahors = nœud central Lot. Moissac = sortie vers Tarn-et-Garonne. Ces 3 gares définissent les compartiments.,HAUTE,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,04_modele_compartiments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19% reprennent là où ils s'étaient arrêtés,P.2 : facteur_choix_voie = reprendre_itinerance 19%,1 cheminant sur 5 est en mode 'flux stocké' : il revient sur le chemin après une interruption. Signal direct du modèle multi-saisons.,HAUTE,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,04_modele_compartiments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67% ont pour but Santiago (vs 61% total),P.2 : objectif_santiago Lot = 67%,"Majorité relative des cheminants du Lot ont vocation à aller jusqu'au bout. Mais 33% n'iront pas — flux stockés potentiels (arrêt à Cahors, Moissac, SJPP).",MOYENNE,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,04_modele_compartiments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56% primo-cheminants dans le Lot,P.2 : primo_cheminant Lot = 56%,Primo-cheminants = flux entrants 'frais' sans comportement de retour connu. Les 44% non-primo sont les potentiels retours stockés.,MOYENNE,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,04_modele_compartiments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durée prédominante Lot : 15j à 3 mois,P.3 : duree_sejour Lot = 15j-3mois,Fenêtre temporelle compatible avec une saison complète (avril-octobre). Les flux entrants dans le Lot sont des flux de pleine saison.,MOYENNE,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,04_modele_compartiments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Budget hébergement +25% dans le Lot,P.4 : surcoût 848€ vs 659€,Signal de tension : la demande excède la capacité. Un modèle de flux doit intégrer la contrainte capacitaire hébergement comme variable de friction.,MOYENNE,,,,,,,,,,,,,,
,,,,,,,,,lot_comportemental,04_modele_compartiments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65% déplorent manque de places,P.4 : deplore_manque_places Lot = 65%,"La saturation hébergement est un régulateur de flux : elle peut pousser des cheminants à décaler leur passage (N+1) ou à s'arrêter en amont (Conques, Figeac).",MOYENNE,,,,,,,,,,,,,,
,,,,,ÉLEVÉE,,,,acir_toulouse_2017,01_flux_carte_2016,,,,,,,,,,Donnée 2016 manquante dans dataset principal → à intégrer comme OBS_NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PM_PUY_STCHRISTO,Le Puy-en-Velay (amont),43.0,V01,18274.0,éco-compteur,OBS dans 01_data_long — cohérent avec série 2018+,,,,,,,
,,,,,ÉLEVÉE,,,,acir_toulouse_2017,01_flux_carte_2016,,,,,,,,,,2016 manquant dans dataset. À ajouter : OBS_NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PM_PUY_CONQUES,Conques / Amont Figeac,12.0,V01,15231.0,éco-compteur,PM_PUY_CONQUES — 2016 manquant dans dataset,,,,,,,
,,,,,ÉLEVÉE,,,,acir_toulouse_2017,01_flux_carte_2016,,,,,,,,,,Lot Tourisme 2016 — cohérent avec série 2018+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PM_PUY_FIGEAC_AMONT,Aval Cahors,46.0,V01,12073.0,éco-compteur,PM_PUY_CAHORS_AVAL — 2016 manquant,,,,,,,
,,,,,ÉLEVÉE,,,,acir_toulouse_2017,01_flux_carte_2016,,,,,,,,,,Valeur 2016 cohérente avec 17437(2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PM_PUY_LAUZERTE,Lauzerte,82.0,V01,12440.0,éco-compteur,PM_PUY_LAUZERTE — 2016 manquant dans dataset,,,,,,,
,,,,,MOYENNE,,,,acir_toulouse_2017,01_flux_carte_2016,,,,,,,,,,Voie du Piémont V05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PM_PIE_LOURDES,Lourdes (Piémont Pyrénéen),65.0,V05,1598.0,éco-compteur,PM_PIE_LOURDES,,,,,,,
,,,,,FAIBLE,,,,acir_toulouse_2017,01_flux_carte_2016,,,,,,,,,,~1000 marcheurs/an sur Voie d'Arles confirmé texte. Toulouse = carrefour V02+GR46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PM_ARL_STSERNIN,Toulouse (passage OT/ASJ),31.0,V02,894.0,hébergeurs+OT,PM_ARL_STSERNIN — source différente d'éco-compteur,,,,,,,
,,,,,MOYENNE,,,,acir_toulouse_2017,01_flux_carte_2016,,,,,,,,,,VOIE D'ARLES — donnée 2016 rare et précieuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PM_ARL_STGUILHEM,Saint-Gilles / St-Guilhem,30.0,V02,1071.0,éco-compteur,PM_ARL_STGUILHEM — manquant dans dataset,,,,,,,
,,,,,FAIBLE,,,,acir_toulouse_2017,01_flux_carte_2016,,,,,,,,,,Proxy indirect de notoriété — non comparable aux éco-compteurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ventes topo Voie du Puy,,V01,4889.0,ventes_topo,Non intégrable en l'état,,,,,,,
,,,,,FAIBLE,,,,acir_toulouse_2017,01_flux_carte_2016,,,,,,,,,,Volume très faible — confirme la marginalité de cet itinéraire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ventes topo Conques-Toulouse,31.0,V02,214.0,ventes_topo,Non intégrable en l'état,,,,,,,
,,,,,FAIBLE,,,,acir_toulouse_2017,01_flux_carte_2016,,,,,,,,,,~1000-1500 marcheurs/an cohérent avec les ventes topo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ventes topo Voie d'Arles GR653,,V02,1383.0,ventes_topo,Non intégrable en l'état,,,,,,,
,,,,,MOYENNE,,,,acir_toulouse_2017,01_flux_carte_2016,,,,,,,,,,Texte p.2 : 'un peu plus de 1 000 marcheurs par an sur la voie d'Arles',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voie d'Arles — ordre de grandeur annuel,,V02,1000.0,texte_enquete,Élément qualitatif à intégrer dans 05_inventaire_trous,,,,,,,
,,,,,,,,,acir_toulouse_2017,01_flux_carte_2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,acir_toulouse_2017,01_flux_carte_2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"→ INTÉGRATION DATASET PRINCIPAL : les valeurs éco-compteurs 2016 (Conques 15231, Le Puy 18274, Cahors 12073, Lauzerte 12440) sont des données 2016 manquantes dans dataset_compostelle_2018_2024.xlsx. À intégrer comme nouvelles observations avec source_id='ACIR_TOULOUSE_2017', page=2, fiabilite='MOYENNE'.",,,,,,,,,,,,,
,,,,3,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,163.0,,,,,Voie d'Arles très masculinisée — femmes préfèrent chemins plus fréquentés quand seules,,,,,sexe,Homme,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46% hommes AFCC 2021 (toutes voies),,,,,,
,,,,3,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,84.0,,,,,Biais documenté : voies peu fréquentées moins attractives pour femmes seules,,,,,sexe,Femme,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54% femmes AFCC 2021,,,,,,
,,,,3,FAIBLE,,,,acir_toulouse_2017,02_profil_enquete,,,,,217.0,,,,,Biais questionnaire FR. Réalité terrain : proportion d'étrangers supérieure,,,,,nationalite,Français,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88% FR AFCC 2021 (même biais),,,,,,
,,,,3,FAIBLE,,,,acir_toulouse_2017,02_profil_enquete,,,,,30.0,,,,,"Principaux : Canadiens, Allemands, Belges, Hollandais, Italiens, Autrichiens, Espagnols, Suisses",,,,,nationalite,Étrangers,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12% AFCC 2021,,,,,,
,,,,3,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,158.0,,,,,Profil senior encore plus marqué sur Voie d'Arles,,,,,age,Plus de 60 ans,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62% >56 ans AFCC 2021,,,,,,
